#D = 426.370000 kJ/mol
#alpha = 2.511000
#reduced mass = 1.000000 g/mol
#EvalTerm1 = 46.567411 kJ/mol
#EvalTerm2 = 1.271503 kJ/mol
#lambda = 18.311948
#N0 =     0.00000000000000000002	 E0 =    22.96582964853685027151 kJ/mol
#N1 =     0.00000000000000000011	 E1 =    66.99023371148165040267 kJ/mol
#N2 =     0.00000000000000000090	 E2 =   108.47163079558791309864 kJ/mol
#N3 =     0.00000000000000000875	 E3 =   147.41002090085564191213 kJ/mol
#N4 =     0.00000000000000009649	 E4 =   183.80540402728485105399 kJ/mol
#N5 =     0.00000000000000116863	 E5 =   217.65778017487548368081 kJ/mol
#  x		 V(x)			 E0+Psi0	 E1+Psi1	 E2+Psi2	 E3+Psi3	 E4+Psi4	 E5+Psi5	
-2.50000000	 120426215.31941380	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.49500000	 117434378.69721654	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.49000000	 114516801.53983244	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.48500000	 111671641.53730358	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.48000000	 108897102.07497111	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.47500000	 106191431.10021697	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.47000000	 103552920.01730874	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.46500000	 100979902.60965142	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.46000000	  98470753.98876503	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.45500000	  96023889.56932849	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.45000000	  93637764.06963930	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.44500000	  91310870.53686193	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.44000000	  89041739.39644858	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.43500000	  86828937.52513371	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.43000000	  84671067.34691653	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.42500000	  82566765.95146386	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.42000000	  80514704.23437421	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.41500000	  78513586.05876315	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.41000000	  76562147.43764073	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.40500000	  74659155.73656498	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.40000000	  72803408.89606915	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.39500000	  70993734.67337151	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.39000000	  69228989.90289126	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.38500000	  67508059.77510199	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.38000000	  65829857.13326949	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.37500000	  64193321.78762991	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.37000000	  62597419.84657588	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.36500000	  61041143.06442823	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.36000000	  59523508.20538362	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.35500000	  58043556.42323473	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.35000000	  56600352.65647367	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.34500000	  55192985.03839616	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.34000000	  53820564.32183512	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.33500000	  52482223.31815988	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.33000000	  51177116.35018902	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.32500000	  49904418.71866965	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.32000000	  48663326.18198831	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.31500000	  47453054.44878469	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.31000000	  46272838.68314828	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
-2.30500000	  45121933.02208614	    22.96582965	    66.99023371	   108.47163080	   147.41002090	   183.80540403	   217.65778017	
